Domain,Job Title,Leadership,Communication,Teamwork,Problem Solving,Creativity,Adaptability,Work Ethic,Time Management,Interpersonal Skills,Attention to Detail,Initiative,Analytical Thinking,Emotional Intelligence,Integrity,Resilience,Cultural Awareness,Programming Languages,Technical Skills,Office Tools,Job Description
ENGINEERING,ENGINEERING INTERN,1,1,1,2,0,0,0,2,1,0,0,1,0,0,0,0,1,0,1,Contacted customers directly to verbally convey test result and explain solution procedure along with the written documentation. Successfully independently scoped business opportunities through technically analysing possible options and presented information to the company Director. Showed flexibility through collaborating with the administration team at demanding times to complete administrative tasks and update records.
ENGINEERING,ENGINEERING TECHNICIAN II,0,0,2,3,0,0,0,1,0,2,0,0,0,0,2,1,0,0,1,", State Initiated statistical analysis project that resulted in sound recommendations adopted by entire RX Labs. BSE Engineering Management Working towards my Bachelors degree with the major GPA as 3.45 Expected to graduate spring of 2020. Trainings Training Certificate of competition, Resource Conservation and Recovery Act (RCRA) Internal Auditor for engineering group."
ENGINEERING,SOFTWARE ENGINEERING TEAM LEAD,2,0,2,3,0,1,0,0,2,0,0,0,0,0,0,0,0,2,1,"My role in the team was to identify flaws and remediate core IO services such as AD, DNS, DHCP, WINS, File/ Print, etc. Technical Support Engineer I was responsible for AD maintenance tasks such as account creation, providing access to shared folders, distribution/security groups creation/deletion, replication issues, group policy implementation, etc. Have experience and good understanding on design, deployment, operations of core wintel services such as AD, DNS, DHCP, WINS, etc."
ENGINEERING,ENGINEERING BUSINESS UNIT LEADER,0,0,2,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,"I was able to use my education and gain experience with ArcelorMittal as an Operations Technician. While holding this position I worked extensively with all departments within the facility on their requests to improve safety, quality & efficiencies. , State Increased OEE performance from 13th rank to 4th in company by developing crewing models and using best practices with computer management maintenance system."
ENGINEERING,MECHANICAL ENGINEERING INTERN,1,0,1,3,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,"Highlights Proficient in SolidWorks Linear Control AutoCAD Solid Mechanics Engineering graphics and design Microsoft Word Fluid Mechanics Microsoft PowerPoint Thermal Analysis Project management Heat Transfer Time management skills Statics/Dynamics Written and verbal communication skills Material Science Engineering Probability and Statistics Academic, acrylic, AutoCAD, CAD, concept, Engineer-in-Training, estimating, drawing, graphics and design, Laser, Material Science, Microsoft Excel, Microsoft PowerPoint, Microsoft Word, design process, progress, Project management, Reporting, research, robotics, safety, SolidWorks, Statistics, Time management, verbal communication skills, weighing, Written Experience Company Name to 03/2015 Responsible for the operations of crystallization robotics and compound management. Engineer-In-Training (EIT) Certified October 2015 Interests Teaching Assistant (2011-Current) TA for the kindergarten ministry at Dong Shin Presbyterian Church Supervise about 20 kindergartens every Sunday Discipline them to behave and coordinate activities such as games, birthday parties, and field trips PAL (Partners at Learning) Program (2014) Academic mentoring of third grade students at El Toyon Elementary, an educationally underrepresented area of San Diego Assisted the children with academic support and moral encouragement ADDITIONAL INFORMATION VOLUNTEER Teaching Assistant (2011-Current) TA for the kindergarten ministry at Dong Shin Presbyterian Church Supervise about 20 kindergartens every Sunday Discipline them to behave and coordinate activities such as games, birthday parties, and field trips PAL (Partners at Learning) Program (2014) Academic mentoring of third grade students at El Toyon Elementary, an educationally underrepresented area of San Diego Assisted the children with academic support and moral encouragement Additional Information INTERESTS Teaching Assistant (2011-Current) TA for the kindergarten ministry at Dong Shin Presbyterian Church Supervise about 20 kindergartens every Sunday Discipline them to behave and coordinate activities such as games, birthday parties, and field trips PAL (Partners at Learning) Program (2014) Academic mentoring of third grade students at El Toyon Elementary, an educationally underrepresented area of San Diego Assisted the children with academic support and moral encouragement ADDITIONAL INFORMATION VOLUNTEER Teaching Assistant (2011-Current) TA for the kindergarten ministry at Dong Shin Presbyterian Church Supervise about 20 kindergartens every Sunday Discipline them to behave and coordinate activities such as games, birthday parties, and field trips PAL (Partners at Learning) Program (2014) Academic mentoring of third grade students at El Toyon Elementary, an educationally underrepresented area of San Diego Assisted the children with academic support and moral encouragement Skills Academic, acrylic, AutoCAD, CAD, concept, Engineer-In-Training, EIT, estimating, drawing, graphics and design, Laser, Material Science,Microsoft Excel, Microsoft PowerPoint, Microsoft Word, design process, progress, Project management, Project management, proposals, Reporting, Research, robotics, safety, SolidWorks, Statistics, Time management, verbal communication skills, verbal communication skills, weighing, Written"
ENGINEERING,MECHANICAL ENGINEERING TUTOR,3,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,"Mentored a group of 4 undergraduate students for their final year project titled ""Generating Fuel from Algae"". Implemented GUI in Excel using VBA Optimization and Scheduling of Shifts for Police Department. Mechanical Engineering 3.9 Sustainable Energy Sources, Project Life Cycle Management, Design of Engineering Experiments, Probability and Statistics, Heat and Mass Transfer Interests Volunteer Teacher, Akanksha Foundation, May 2008 - Aug 2013 *Helped students from the underprivileged sections of the society to understand basic concepts of Mathematics *Coach for their Cricket and Field Hockey teams Skills Academic, AutoCad, banking, basic, Calculus, credit, database, Database Management System, Engineer, Experiments, GUI, LASER, layout, Materials, MATLAB, Mechanical Engineering, Excel, Microsoft Office, Outlook, Power Point, Word, MySQL, Optimization, Physics, Police, progress, Research, Retail, Scheduling, Statistics, VBA, website Additional Information Activities: Volunteer Teacher, Akanksha Foundation, May 2008 - Aug 2013 *Helped students from the underprivileged sections of the society to understand basic concepts of Mathematics *Coach for their Cricket and Field Hockey teams"
ENGINEERING,MECHANICAL DESIGN ENGINEERING INTERN,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,", State Designed and successfully operated a Compact Inserts Drying Machine Researched past techniques used for drying of inserts to identify the flaws and consolidated ideas in a team of three people on how to eliminate theses flaws Designed a pneumatic cylinder to lift the cabinet door using a Direction Control Valve Modelled an aesthetically good looking cabinet head using Pro/Engineer (Pro/E) Calculated the required heat transfer rates and air flow rates for the appropriate selection of SILVENT air nozzle and KANTHAL air heater Increased the production rate by 16.67% and reduced the cycle time by 1 minute and floor area by 61.87% Reduced the overall power consumption thereby increasing the profit by Rs. Company Name Sponsored by New York State Energy Research and Development Authority (NYSERDA) as a part of advance innovative energy solutions Reviewed the existing literature on the different pyrolysis models used to characterize biomass Performed heating experiments using a DSC-TGA to study the pyrolysis of BioBlock Using TGA, calculated the kinetic parameters like activation energy and rate constant from the obtained mass v/s temperature and derivative of mass loss v/s temperature curves Determined the heat of pyrolysis and specific heat using the heat flow v/s temperature and derivative of heat flow v/s temperature curve obtained from the DSC Finally, created a decomposition model based on the experimental results Solving Non-Linear Euler Equation for Gas Dynamics using CFD tools, November 2014 Â​ December 2014 Solution for the Euler equation for Gas Dynamics was obtained using First Order Lax Friedrich Scheme, Runge Â​ Kutta Fourth Order Â​ TVD Scheme and Lax Wendroff Method Fundamental properties of the schemes were compared and discussed in detail Solution obtained by each numerical method was presented along with a conclusion on which of the 3 methods was more accurate Numerical solution to the Prandtl-Glauert equation for inviscid, non-heat conducting perfect gas free flow, September 2014 Â​ October 2014 In this project, the Wave Equation is solved using two different numerical methods, namely Successive Over- Relaxation and Alternating Direction Grid generation is discussed in detail and results obtained using analytical as well as numerical methods were compared FBG Sensors in Oil/Gas Permanent Downhole Measurement Applications, January 2014 Â​ May 2014 Analyzed how FBG Sensors are used for Permanent Downhole Measurement Applications Studied the sensing mechanism of FBG Sensors Summarized the/ findings in the form of report and power point presentation Closed-Ended Oscillating Heat Pipe, October 2011 Presented a seminar on Closed-Ended Oscillating Heat Pipe as a part of coursework Discussed in detail the basic concepts, principle of operation, advantages, limitations and unique applications of the non-conventional heat pipe. Mechanical Engineering GPA: 3.6/4.0 Academic Combustion, Heat Transfer, Fluid Mechanics, Computational Fluid Dynamics, Applied Thermodynamics, Turbomachines, Combustion Laser Diagnostics, Industrial Fluid Power, Metallurgy, Machine Design, Mechanical System Design, Advance Material Science and Material Science & Corrosion Publications Student Member: Society of Automotive Engineers, May 2010 Â​ May 2013 Presented a paper on 'Alternate Fuels in IC Engine' at PVG College of Engineering, Pune 2011 Presented a paper on 'Removal of Toxic Metals from Wastewater by Activated Carbon from Agro-Industrial By- Product' at MMM College of Engineering, Pune 2011 SkillsAcademic, ANSYS, AutoCAD, basic, CNC, Direction, Documentation, Drafting, DSC, Engineer, Laser, Lathe, layout, MATLAB, Mechanical, Excel, Microsoft Office, PowerPoint, power point, Word, Microstation, Mill, Oil, organizing, profit, Research, scanning, schematics, Scheme, Solidworks, specification, System Design, unique"
ENGINEERING,737 INDUSTRIAL ENGINEERING MANAGER,3,0,3,3,0,1,3,3,0,0,1,1,0,3,0,0,0,0,0,"Negotiated priorities and schedule in DIE exercises with cross functional team (M&PT, Supplier Mgmt, Program Engineering, Tooling, etc.) As the Fab-Cell - 787 Sine Wave - Shop I.E., Lead Green Rooms to make sure all aspects of production are accounted for. Responsible for managing all opportunities and risks associated with the Implementation of a new Interiors facility in South Carolina."
ENGINEERING,ENGINEERING LAB TECHNICIAN,1,2,1,2,0,1,2,0,0,0,0,1,0,0,1,0,2,0,2,", State Responsible for certifying small arms, actuation devices, bombs, rockets and other munitions items. Train newly assigned personnel at Line Delivery section on transporting, loading, and delivering munitions to aircraft. Skills DasyLab, Labview, Mechanical, Electrical, Lean/5S, Hydraulic Testing, Test Stand Fabrication Education and Training Associates"
ENGINEERING,ENGINEERING TECHNICIAN III,0,0,0,2,0,1,3,0,2,3,1,0,0,0,2,0,0,0,0,", State Responsible for all Test Equipment Maintenance on-site to include Production, Repair & Overhaul, Engineering and Environmental labs. Maintained engine proficiency by adjusting valves, ignition points, and performed highly advanced computer aided diagnostic testing. Performed maintenance services such as lubrication, oil change, radiator flushes and repaired small motor generators."
ENGINEERING,ENGINEERING AIDE,0,0,0,3,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,Professional Summary Resourceful Facilities Tech with solid background in preventative maintenance repair.Talented Facilities Tech with more than 3 years of experience developing and executing maintenance programs. Excellent troubleshooting skills.Detail-oriented professional with strong technical skills and the ability to learn concepts quickly. Followed checklists to verify that all important parts were examined.Organized work records and filed reports.
ENGINEERING,ENGINEERING TECHNICIAN/ FIELD SERVICE,2,0,2,3,0,0,2,3,3,3,1,1,0,0,2,0,0,0,0,"I was able to effectively reduce test and production time through gaining a true understanding for the process without sacrificing quality. Member of National Vocational Technical Honor Society Phi-Theta-Kappa Certifications State of Maine Electricians Helpers license #HPE20038535 Skills assembly, broadcast, calibration, concept, drafting, engineer, Radar, modeling, Naval, Network, Oscilloscopes, quality, record keeping, Research, sales, FM, SPS, Test Equipment, UHF, Wiring Additional Information Additional Information Skilled at electronics and repair, also skilled at working with customers, I am a very people oriented person. I am able to think on my feet, under pressure and deadlines, while keeping multiple projects going."
ENGINEERING,ENGINEERING OFFICER,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,"Optimized the production line equipment and maintained regular calibration checks of equipments like quality check machines to produce hazard free bottled cylinders. Rana, N. Mittra, N. Pramanik , P. Dwivedi and P. Mahajan: "" Virtual Instrumentation Approach to Neural Network Based Thermistor Linearization on Field Programmable Gate Array ""; Experimental Techniques Volume 39, Issue 2, pages 23â€“30, Jan 2013 12/2014 Programmable Logic Controller (PLC) Based Chain Conveyor Tripping System Designed a control loop which was interfaced with a Allen Bradely PLC controller to read the current readings of individual drive units and provide appropriate tripping signals as per the motor health.Engineering Officer"
ENGINEERING,SYSTEMS ENGINEERING MANAGER,3,0,2,2,0,1,2,3,0,0,0,0,0,0,0,1,2,3,0,"Engineering Drawings, GD&T, Tolerances, Bill of Materials, Cage Codes, ASME Standards, Weld and Material Callouts Development: C++, JAVA, MathCAD, Matlab, Simulink, Microsoft Visual Studio Clearance: , State Technical Program Manager for LCS Game Based Learning Manage 63 Systems Engineers, Software Engineers, Test Engineers, Technical Artists and Game Developers Responsible for budget, scope and schedule for $55M worth of training software development Â Led the setup of cross-functional team based development resulting in $12M+ cost savings Â Championed the engineering of an enterprise architecture that included a tool suite for game development that is being used on an enterprise level Technical point of contact for the US Navy ranging from product design to schedule and budget reviews Â Managed 5 subcontractors including budget, scope and schedule for each company Technical Program Manager for Emirates Airlines Game Based Learning for Cabin Crews Â Manage 7 Systems Engineers, Software Engineers, Test Engineers, Technical Artists and Game Developers Â Piloted the evolution of a mobile based training platform to serve over 20,000 trainees on multiple mobile platforms Lead Systems Engineer for LCS Mission Bay Trainer(MBT) Proposal Led a cross functional team in the design of over $20M worth of heavy equipment replicating the Mission Bays of LCS 3 and LCS 4 Â Designed multimillion-dollar simulated Launch and Recovery Systems Key contributor to proposal-pricing and estimating-efforts System Engineer for Littoral Combat Ship(LCS) Curriculum Proposal Developed architecture for training courseware for the LCS ships inclusive of 300M of software development Â Generated Learning Objective environment architecture Â Led the integration and configuration of sample product demonstrating level 3 IMI training in a 3D environment Â Composed pricing model and technical manpower estimates for LCS curriculum proposal inclusive of $300M over a 5 year PoPÂ Systems Engineer for M134a Dillon Minigun Simulator Â Developed System Design and System Requirements for M134a including 3 large projection screens, simulated weapon and computing hardware Â Designed system simulating the timing of the feeder/delinker Mechanical Engineer for design and production of Bradley Fighting Vehicle Simulator Â Received performance award for opto-mechanical design on the Bradley Simulator Â Designed HVAC system to cool display and electronic instruments *by analyzing heat emitted from electronic instruments and designed cooling system using a series of fans and heat sinks Designed precision mounts for optical and visual instruments *Mounts designed were adjustable while still maintaining durability. , State Developed a physics system for damage assessment on a fighter aircraft (MIG-29A) for fragmentation and blast damage from an air-to-air missile (AIM-120) Â System simulated results by calculating penetration from fragmentation damage on the skin of the aircraft and structural damage from the shockwave of the blast Â Developed a six degree of freedom physics model for a C-17 aircraft Company Name"
ENGINEERING,ENGINEERING SERVICES MANAGER,3,0,2,2,0,1,2,1,2,0,0,1,0,2,0,0,0,0,0,"Executive Profile A results driven Controls Engineer and Project Manager with over 20 years of experience in manufacturing. Created a computerized inventory control program that greatly reduced the amount of man-hours required to perform quarterly inventories. NEEC Building Operator Skills accounting, Apple computers, asset management, automation, basic, blueprints, budgets, budget, C, CA, hardware, concept, contracts, client, database, DC, delivery, design and construction, directing, Electrical systems, electronics, equipment installation, filling, Fire protection, Food safety, Hammer, HVAC, instruction, inventory management, inventory control, Labor relations, layout, logic, Logistics, machinery, maintenance schedules, manufacturing processes, materials, Mechanical, Microsoft Access, 2000, Microsoft NT server, Microsoft Windows NT Server, microwave, NEC, network, networks, Novell, Personnel, PLC programming, PLC, plumbing, Power distribution, process control, process engineering, Programming, quality, quality control, radio, Record keeping, repairs, repairing, Safety, safety codes, SCADA, Siemens PLC, staffing, supervising, Supervision, surveys, technical support, phones, transmission, troubleshooting, UHF, utilities, validation, VHF, View, Water quality, Wonderware, written"
ENGINEERING,CLINICAL ENGINEERING MANAGER,2,0,2,0,0,0,2,1,3,2,0,0,0,0,0,0,0,0,3,"With focus on regulatory compliance of the medical equipment plan I consistently keep updated on requirements from TJC, CMS, NFPA and other governmental agencies, with a proven track record of no written recommendations from regulatory inspections. Responsible for all company budgets, project estimates, salaries, evaluations, personnel recruitment, hiring, training and dismissal. Established excellent customer relationships through ownership of the accounts, follow-up communication and good technical skills."
ENGINEERING,MANAGER,3,0,3,3,0,0,2,1,0,0,1,3,2,0,0,0,0,2,0,"Designed, built, validated, and implemented the next generation automated milling machines for use in AcrySof Single-Piece IOL manufacturing. Tested numerous concepts to develop design parameters of the LIAT analyzer (ie.tube tensioning, segment length, tube diameter). Developed a sol-gel production protocol to provide specific pore size and flow characteristics for use in capillary chromatography."
ENGINEERING,ENGINEERING TECHNOLOGIST,3,0,2,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,3,", State Managed Sales team as well as Dispatch Team Knowledgeable of the many forms of transportation procedures Responsible for training new employees, supervising and scheduling, along with delegating tasks Main focus was to build and maintain good relationships with customers and carriers to ensure prosperous business. , State Job included data entry, scheduling, dispatching, updating websites, phone screening and effective communication with colleagues, customers and drivers Enable enhancement of communication in multiple forms, on top of time management Utilized computer programs such as Outlook, Word, Excel, Publisher, PeopleNet and FreightLink. Sociology Business Management 4 Softball Scholar, Dean's List recipient Interests Volunteered in Kenya for Simiyu House organization Volunteered in Peru for the Peruvian Hearts program Skills credit, customer service, data entry, dispatching, drivers, focus, forms, inventory, Excel, Outlook, Publisher, Word, quick, Sales, scheduling, supervising, phone, time management, transportation, websites Additional Information Activities Volunteered in Kenya for Simiyu House organization Volunteered in Peru for the Peruvian Hearts program"
ENGINEERING,ENGINEERING MANAGER/SENIOR MECHANICAL DESIGNER,2,0,2,2,1,1,2,1,2,0,0,1,0,0,0,1,0,0,0,"Utilized AutoCAD 2008/2010 to rapidly integrate automatic complaint tooling modules into a range of existing electronics manufacturing equipment based upon the engineering, vendor and customer input. Ensured that the project moved forward in a timely, cost-effective manner, makes changes and adjustments. Faith Christian Academy Skills assembly, AutoCAD, automation, budgets, budget, CNC, electronics, layout, machine tools, machinery, market, materials, mathematics, mechanical, networks, packaging, PLC, policies, presentations, programming, Project management, quality, recording, sales, spreadsheet, team work"
ENGINEERING,QA ENGINEERING TEAM LEAD,3,3,3,3,0,1,2,3,2,0,0,1,0,0,2,0,3,0,0,"Applied QA processes to reveal functional and performance problems affecting web pages in real time embedded systems. Develop automated test suites utilizing QA Partner 3.5, emphasized testing of the features such as Printing Envelopes and Labels, User Preferences, Startup Screen. Wrote ""The Findings Document"" - a summary document of QA Team analyses, findings, suggestions and/or concerns found during the testing cycle on the project Skills Quality Assurance, Testing, Access, Qa, Cases, Database, Regression Testing, Visual Basic, Client/server, Clients, Integration, Integration Testing, Integrator, Lotus Notes, Microsoft Windows, Ms Access, Ms Visual Basic, Printing, Software Quality Assurance, Windows 95, Electrical Engineering, Documentation, Network Protocols, Oracle, Proposals, Sql, Unix, Qa Test, Test Plan, Test Cases, Application Analysis, Application Support, Automated Test Scripts, Basis, Billing, Business Process Management, C++, Contracts, Dispatching, Issues Management, Logistics, Maintenance, Maintenance Repair, Planning Modules, Process Management, Qa Testing, Scheduling, Staff Training, Strategic Planning, Systems Support, Telephony, Test Scripts, Training, Graphical User Interface, Gui, Wireless, Black Box, Usability, Adt, Api, Application Development, Pocket Pc, System Administration, Systems Administration, Telephones, Voice, Wap, Retail, Retail Marketing, Team Lead, Architecture, Database Systems, Design Review, Engineer, Quality Engineer, Software Quality Engineer, Test Plans, White Box, White Box Testing, Black Box Testing, Data Acquisition, Databases, Db2, Dbase, Dbase Iv, Excellent Verbal And Written Communication Skills, Ftp, Ieee, Internet Explorer, Ipx, Java, Javascript, Linux, Ms Office, Netbeui, Netscape, Networking, New Products, Novell, Operations, Problem Solving, Rdbms, San, Software Development, Software Testing, Solutions, Storage Area Network, Structured Software, System Integration, Tcp, Tcp/ip, Virtual Machine, Visual Test, Vm, Assurance Analyst, Automated Testing, Back End, Data Integrity, Dos, Encryption, Exchange, File, Invoice, Lan, Ms Exchange, Ms-dos, Progress, Security, Business Intelligence, Collection, Data Collection, Data Mining, Data Warehousing, E-business, Embedded Systems, Html, Inspections, Inventory, Qa Engineering, Real Time, Real Time Embedded, Real Time Embedded Systems, Shipping, Wireless Data"
ENGINEERING,TEST ENGINEERING,3,0,3,3,0,0,2,1,0,0,0,1,0,0,0,0,3,0,0,"Use test equipment tools Digital/Analog meters, Signal Generators, Oscilloscope Tektronix TDS 3052, Fluke 26III True RMS MM meter to find root cause on the electrical circuits. Support backend production floor with BOM breakdown for Intel X-86 server platform, Created Visual Aids. Electronics Technology Skills Assembly, automation, Cable Modems, Cabling, CAD, Cat5, Cisco, coach, hardware, CPU, DC, debugging, DFT, Design software, electronics, email, features, functional, Government, GPS, HP, Intel, Linux, Logic Analyzer, Mac OS, marketing, McAfee, MES, Access, Win 7, Windows XP, NEC, Netscape, Network, Networking, Networking Essentials, networks, OS, optimization, Oscilloscope, OSI, PC Hardware Installation, PC Software, PC Troubleshooting, proposals, Python, quality, reading, Red Hat, RMS, Routers, routing, Schematics, Servers, Shell Programming, Script, Scripting, Signal Generators, Six Sigma, Solaris, soldering, SQL Server, SUN Microsystems, Switches, TCP/IP, TDS, Technical Support, Telecommunication, phone, test equipment, Troubleshoot, Troubleshooting, UNIX, Upgrade, validation, View, WAN, Workflow Analysis, X-86"
ENGINEERING,MANAGER ENGINEERING MANUFACTURING SYSTEMS ENGINEERING MANAGER,3,0,3,3,0,3,0,3,0,0,0,1,0,2,0,0,2,0,3,"Directed sector wide implementations of knowledge transfer/sharing projects in SharePoint 2010 to include the Reuse Library, Lessons Learned, and Idea Exchange. to 04/2014 Planned, monitored, and tracked assigned change request progress for quarterly software development lifecycle release schedules. Collaborated with user representatives from public shipyards and NAVSEA 04X sponsor to research solution alternatives, define requirements for the conversion of the NWEPS application to a web based business intelligence application which included Earned Value Management, Strategic Workload Forecasting, Human Resource Management and Quality Performance modules."
ENGINEERING,CHEMICAL ENGINEERING INTERN,3,0,0,3,0,1,0,0,0,0,0,3,0,0,2,1,2,0,1,"Objective Statement To obtain employment as an entry level Chemical Engineer utilizing my current experience and education. Additional goals included developing improved teamwork, presentation, laboratory skills, as well as expanding the student's world view, providing an enriching educational experience, and improving the global awareness of our students, and enabling them to be more effective in international settings. Currently enrolled senior at the University of Alabama majoring in Chemical Engineering Anticipated graduation date: May 2018 2013 High School Diploma"
ENGINEERING,SUPPORT ENGINEERING MANAGER,3,0,2,2,0,0,2,3,0,0,1,0,0,0,0,3,0,0,0,"Assisted with volunteer efforts, such as Angel Tree, Digi Girlz, and Day of Caring On-boarded Intune product into System Center MSD Cluster, including all project work with PG, Routing, global peers, and management. Capella University Additional InformationAwards Delivering Commencement Address at Montreat College graduation for MBA on May 10, 2014. Gold Star award for work as hiring manager - strong diversity hiring and identifying top talent resulting in over 70 new hires GPGP (earned while an engineer) for collaboration with high profile customer technical issue Skills Premier, Back-up, balance, cable, coaching, Council, CSS, databases, Hiring, Internet usage, leadership training, meetings, mentor, Exchange, Exchange Server, MOM, Outlook, Windows, 2000, network, networking, Novell servers, performance reviews, performance management, Recruiting, Routing, Systems Management Server, speech, Staffing"
ENGINEERING,ENGINEERING OFFICE CLERK,0,2,3,2,0,0,2,3,2,0,1,0,0,2,0,0,0,0,3,"Assist Administrative Assistant to the Department Head and other Engineering employees, as needed. Assist Administrative Assistant to the Department Head and other Engineering employees, as needed. Summary of Qualifications Three years of experience in customer service Performed volunteer work within the community through various service organizations Computer literate and a dedicated team player with a strong work ethic Dependable, motivated, detail oriented individual with strong organizational skills Excellent verbal and written communication skills Highlights Experienced with Microsoft Office - Word, Excel, Outlook, SharePoint & Costpoint Administrative Assistant Benefits Clerical Clients Data entry Database Features Filing Forms"
ENGINEERING,SENIOR MANUFACTURING ENGINEERING,0,2,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"Qualifications Web Handling, Printing, Extrusion, MS Office, Die Design, IPRIME, Coatings, Microstructures, CNC, Polymer Processing, Servo Controls, Calibrations, 6 Sigma, ASQ stats, Advance Regressions, AutoCad Inventor, DSC and Melt Indexing, Instron testing methods, Corona Treating, Pumps sizing plus many suppliers training sessions. Process Capability Studies AutoCAD Inventor MathCAD MS Office/Access Machine Design Plastic Injection/Extrusion EIT (FE) Exam Minitab Web handling Web Handling, Printing, Extrusion, MS Office, Die Design, IPRIME, Coatings, Microstructures, CNC, Polymer Processing, Servo Controls, Calibrations, 6 Sigma, ASQ stats, Advance Regressions, AutoCad Inventor, DSC and Melt Indexing, Instron testing methods, Corona Treating, Pumps sizing plus many suppliers training sessions. Crisis Prevention and Intervention, ISD 287, Certified CPR & First Aid, American Red Cross, Certified Skills administrative, approach, AutoCAD, automotive, chemist, CNC, CPR, data collection, databases, database, designing, Design of Experiments"" (DOE), Design of Experiment, dimensions, documentation, drafting, DSC, EIT, Engineer, financial, First Aid, frame, general ledger, Ind, Indexing, machining, managing, materials, MathCAD, Mechanical engineer, Access, MS Office, Minitab, Peachtree, predict, presentations, process improvement, programming, Quality, QA, repairs, robotics, Safety, seminars, Sigma, SPC, specification, staffing, Statistical Process Control, supervisor, systems integration, teaching, Technical training, transportation"
ENGINEERING,SELF-SUSTAINING ENGINEERING TECHNICIAN,2,0,2,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,Highly effective at working independently and as part of a team. I have an impressive blend of technical expertise and people skills. Involved in the improving and implementing test procedures for all circuit boards.
ENGINEERING,ENGINEERING MANAGER/QUALITY MANAGER,2,0,2,3,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,"Justified, specified, developed layout and supervised construction of a 20,000 square foot metal working plant used for manufacturing semi- conductor bases. Provide sales support for other electrical and mechanical devices distributed by Allied International. Supervised development of manufacturing capabilities for machining, welding, brazing, heat treating, metal plating, adhesive bonding, and plasma spraying in compliance with a wide variety of commercial, aerospace, and government requirements."
ENGINEERING,ENGINEERING TECH,2,0,2,2,0,0,2,0,0,0,0,1,0,0,0,0,2,0,3,"Summary Dedicated team player with extensive knowledge of electrical engineering concepts and a creative aptitude for new product development. , State Worked in engineering team running, compiling, developing, and analyzing factory experiments aimed to improve Intel's Far Back End Lithography process. , State Participated in the implementation of a project to regulate nuisance vegetation using natural biological controls (grass carp)."
ENGINEERING,FACILITIES ENGINEERING MANAGER,3,2,3,3,0,1,2,3,0,0,0,1,0,0,0,0,0,0,0,"Provide lead design, project management and technical support for all engineering changes or modifications performed on the building. Project manager during a vital system upgrade that led to an annual savings of over $350,000 per year. Education Professional Certified Energy Manager Leed Green associate Skills automation, budget, interpersonal, computer literate, contracts, cost reduction, CPU's, clients, database software, Documentation, Electrical systems, Energy Manager, Facility management, HVAC, hydraulics, inspection, Inspector, laundry, leadership, team leader, legal, machinery, mechanical, meetings, MSA, Navy, NEC, optimization, PLC programming, PLC, Plumbing, processes, procurement, project management, quality, Quality Assurance, radiography, real estate, repairs, repairing, Safety, strategic, strategic plans, supervision, technical support, troubleshooting, upgrade, weld, welding, written communication skills"
ENGINEERING,MINERALOGY ENGINEERING INTERN,0,0,0,2,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,", State Working with lab and pilot plant scale project in minerals processing including flotation, magnetic separation, screening. , State Developed and performed a study on several quality issues for anode production. , State Provided assistance to technical operations, primary process, quality, and pilot plant."
ENGINEERING,PROCESS ENGINEERING TECHNICIAN III,2,0,2,0,0,0,2,0,0,0,0,1,0,0,2,0,0,2,0,"Company Name Responsible for an engineering/supervisory position to accomodate technical support in a. poltry production industry site. Worked on an exploratory drilling site located in mountainous region of northern Anatolia. Skills biology, budget, charts, Oral, cost analysis, data analysis, documentation, equipment operation, experiments, graphs, laser, materials, Natural Gas, Oil, PQ, process development, process development, process-engineering, process improvement, product development, producing, protocols, quality assurance, Research, staffing, supervisory, technical support, technician, time management, trouble shooting, Validation, waste reductionEducation and Training Bachelor of Science"
ENGINEERING,ELECTRICAL ENGINEERING LAB TECHNICIAN,2,0,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Knowledge of 1G/10G Ethernet, Framers, Routers, Switches, ATM, PON, PHY, SONET, Digital Home. Proficient in schematic capture and PCB layout tools such as PADS, Cadence, ORCAD, Mentor Graphic, View Logic Experience Company Name Skills assembly, ATM, Cadence, calibration, CA, hardware, DC, de-bugging, Ethernet, Graphic, ISO 9000, LabView, layout, Linux OS, Logic, Mentor, Access, MS Office, Windows, multimeters, network, networking, ORCAD, oscilloscopes, power supplies, procurement, purchasing, Quality Assurance, Routers, schematics, signal generators, SONET, Switches, T1, test equipment, trouble shooting, troubleshooting, validation, View"
